MeterID,Zone,ConsumerType,Date,EnergyConsumed_kWh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
202679,East,Residential,2023-04-22 14:00:00,24.2,3.66,0,Active,6.99
202680,South,Industrial,2023-04-22 15:00:00,14.56,2.56,0,Active,9.5
202681,West,Residential,2023-04-22 16:00:00,7.09,5.56,15,Active,6.29
202682,East,Residential,2023-04-22 17:00:00,29.65,11.78,15,Active,5.91
202683,South,Residential,2023-04-22 18:00:00,6.84,5.46,30,Faulty,6.64
202684,East,Commercial,2023-04-22 19:00:00,22.03,5.03,0,Active,7.82
202685,West,Residential,2023-04-22 20:00:00,7.13,4.31,0,Active,6.06
202686,West,Residential,2023-04-22 21:00:00,25.51,2.84,30,Active,6.96
202687,West,Industrial,2023-04-22 22:00:00,7.14,2.42,0,Active,9.78
202688,Central,Residential,2023-04-22 23:00:00,4.58,9.72,30,Active,7.13
202689,South,Residential,2023-04-23 00:00:00,22.55,10.88,0,Active,5.95
202690,East,Commercial,2023-04-23 01:00:00,27.55,3.98,0,Active,9.18
202691,South,Residential,2023-04-23 02:00:00,30.51,9.26,15,Active,9.56
202692,East,Residential,2023-04-23 03:00:00,24.61,2.02,0,Active,6.38
202693,Central,Residential,2023-04-23 04:00:00,10.73,4.92,10,Active,7.01
202694,North,Residential,2023-04-23 05:00:00,13.09,11.32,0,Active,6.7
202695,West,Residential,2023-04-23 06:00:00,19.55,10.45,0,Active,5.18
202696,North,Industrial,2023-04-23 07:00:00,13.15,5.68,0,Active,6.13
202697,South,Commercial,2023-04-23 08:00:00,10.25,6.92,60,Active,6.87
202698,East,Residential,2023-04-23 09:00:00,7.58,6.61,60,Active,9.83
202699,East,Residential,2023-04-23 10:00:00,4.72,8.29,0,Active,4.98
202700,South,Commercial,2023-04-23 11:00:00,15.86,11.12,0,Active,7.95
202701,Central,Residential,2023-04-23 12:00:00,11.29,8.48,10,Active,5.66
202702,West,Residential,2023-04-23 13:00:00,13.58,10.34,30,Active,8.6
202703,South,Industrial,2023-04-23 14:00:00,15.78,5.2,5,Active,8.08
202704,Central,Residential,2023-04-23 15:00:00,12.63,10.67,0,Active,5.49
202705,South,Commercial,2023-04-23 16:00:00,17.02,1.17,15,Active,9.87
202706,West,Commercial,2023-04-23 17:00:00,7.33,1.12,5,Active,7.67
202707,East,Residential,2023-04-23 18:00:00,30.52,4.7,0,Active,5.25
202708,East,Residential,2023-04-23 19:00:00,16.52,5.82,15,Active,5.52
202709,West,Commercial,2023-04-23 20:00:00,15.71,4.32,10,Active,5.78
202710,East,Commercial,2023-04-23 21:00:00,14.48,8.05,30,Active,10.09
202711,Central,Residential,2023-04-23 22:00:00,16.96,5.3,60,Active,6.92
202712,Central,Residential,2023-04-23 23:00:00,10.31,8.93,0,Active,6.4
202713,North,Residential,2023-04-24 00:00:00,10.52,4.3,15,Active,7.81
202714,Central,Residential,2023-04-24 01:00:00,10.02,3.86,0,Active,7.89
202715,West,Residential,2023-04-24 02:00:00,23.14,9.96,0,Active,8.37
202716,North,Commercial,2023-04-24 03:00:00,14.17,3.36,30,Faulty,6.92
202717,East,Residential,2023-04-24 04:00:00,27.48,1.49,0,Active,5.85
202718,North,Commercial,2023-04-24 05:00:00,10.48,7.38,30,Active,6.06
202719,South,Residential,2023-04-24 06:00:00,10.99,6.12,10,Active,9.0
202720,South,Commercial,2023-04-24 07:00:00,10.58,6.92,15,Active,6.73
202721,East,Commercial,2023-04-24 08:00:00,24.18,9.18,5,Active,9.74
202722,Central,Residential,2023-04-24 09:00:00,4.8,1.4,0,Faulty,4.92
202723,North,Residential,2023-04-24 10:00:00,36.94,11.08,30,Active,8.11
202724,East,Residential,2023-04-24 11:00:00,29.47,8.74,10,Active,7.53
202725,West,Residential,2023-04-24 12:00:00,14.93,8.28,0,Active,4.78
202726,North,Commercial,2023-04-24 13:00:00,16.9,7.09,30,Active,9.39
202727,East,Residential,2023-04-24 14:00:00,5.59,3.87,0,Active,6.59
202728,South,Residential,2023-04-24 15:00:00,17.09,6.88,15,Active,10.35
202729,South,Residential,2023-04-24 16:00:00,21.17,11.64,0,Active,10.26
202730,North,Commercial,2023-04-24 17:00:00,19.68,10.18,0,Active,4.66
202731,Central,Industrial,2023-04-24 18:00:00,7.35,5.06,15,Active,7.12
202732,North,Commercial,2023-04-24 19:00:00,23.16,8.94,0,Active,7.55
202733,South,Commercial,2023-04-24 20:00:00,24.02,8.12,0,Active,9.57
202734,North,Residential,2023-04-24 21:00:00,16.36,2.47,15,Active,7.9
202735,Central,Residential,2023-04-24 22:00:00,18.26,4.7,10,Active,4.77
202736,North,Commercial,2023-04-24 23:00:00,9.19,2.45,0,Faulty,9.98
202737,East,Residential,2023-04-25 00:00:00,22.28,3.03,30,Active,4.53
202738,West,Residential,2023-04-25 01:00:00,28.08,7.71,30,Active,6.21
202739,Central,Residential,2023-04-25 02:00:00,18.15,3.54,15,Active,8.28
202740,East,Industrial,2023-04-25 03:00:00,11.39,7.81,0,Active,5.5
202741,South,Residential,2023-04-25 04:00:00,19.6,4.47,0,Active,10.38
202742,East,Residential,2023-04-25 05:00:00,15.69,5.62,0,Active,10.3
202743,Central,Industrial,2023-04-25 06:00:00,22.2,9.81,5,Active,7.06
202744,East,Residential,2023-04-25 07:00:00,18.13,8.51,5,Active,8.83
202745,Central,Industrial,2023-04-25 08:00:00,5.29,7.47,0,Active,10.1
202746,North,Residential,2023-04-25 09:00:00,20.75,11.89,10,Active,9.09
202747,South,Residential,2023-04-25 10:00:00,5.62,1.04,5,Active,8.39
202748,West,Residential,2023-04-25 11:00:00,13.1,2.15,0,Active,9.52
202749,North,Residential,2023-04-25 12:00:00,8.39,8.09,0,Active,4.7
202750,East,Residential,2023-04-25 13:00:00,24.56,5.67,15,Active,9.98
202751,East,Residential,2023-04-25 14:00:00,21.8,3.63,0,Active,9.0
202752,Central,Industrial,2023-04-25 15:00:00,16.88,2.41,0,Active,5.37
202753,North,Residential,2023-04-25 16:00:00,26.19,2.46,0,Active,7.82
202754,East,Residential,2023-04-25 17:00:00,21.06,8.68,15,Active,6.72
202755,Central,Residential,2023-04-25 18:00:00,8.68,10.91,0,Active,5.04
202756,South,Residential,2023-04-25 19:00:00,13.31,10.02,30,Active,9.17
202757,West,Residential,2023-04-25 20:00:00,6.04,7.56,0,Active,8.37
202758,East,Commercial,2023-04-25 21:00:00,14.78,5.83,0,Active,6.74
202759,East,Industrial,2023-04-25 22:00:00,13.05,1.13,10,Active,7.5
202760,East,Residential,2023-04-25 23:00:00,6.25,4.37,0,Active,8.27
202761,Central,Residential,2023-04-26 00:00:00,18.49,1.79,5,Active,9.67
202762,North,Industrial,2023-04-26 01:00:00,4.4,6.12,30,Active,9.44
202763,Central,Commercial,2023-04-26 02:00:00,13.63,2.73,0,Active,10.17
202764,South,Residential,2023-04-26 03:00:00,12.36,7.66,0,Active,8.8
202765,Central,Residential,2023-04-26 04:00:00,22.6,5.94,0,Active,5.21
202766,East,Residential,2023-04-26 05:00:00,22.61,6.15,0,Active,9.58
202767,Central,Residential,2023-04-26 06:00:00,25.53,8.95,10,Active,8.09
202768,Central,Commercial,2023-04-26 07:00:00,9.5,6.81,0,Active,8.31
202769,East,Residential,2023-04-26 08:00:00,18.35,7.08,15,Active,6.41
202770,South,Residential,2023-04-26 09:00:00,24.8,3.72,60,Active,7.43
202771,East,Industrial,2023-04-26 10:00:00,27.02,1.12,30,Active,6.16
202772,West,Commercial,2023-04-26 11:00:00,16.54,8.53,0,Active,9.94
202773,North,Commercial,2023-04-26 12:00:00,9.95,7.82,0,Active,10.31
202774,Central,Commercial,2023-04-26 13:00:00,15.61,5.02,30,Active,7.23
202775,East,Industrial,2023-04-26 14:00:00,20.29,11.12,60,Active,9.59
202776,South,Industrial,2023-04-26 15:00:00,34.59,6.47,0,Active,6.58
202777,Central,Residential,2023-04-26 16:00:00,7.04,2.81,0,Active,6.52
202778,North,Residential,2023-04-26 17:00:00,17.56,4.29,5,Active,9.39
202779,East,Industrial,2023-04-26 18:00:00,15.11,10.51,0,Active,6.33
202780,South,Residential,2023-04-26 19:00:00,14.92,4.05,0,Active,7.9
202781,West,Residential,2023-04-26 20:00:00,8.16,1.0,5,Active,5.79
202782,East,Commercial,2023-04-26 21:00:00,33.13,6.13,10,Active,6.79
202783,West,Residential,2023-04-26 22:00:00,27.17,2.35,30,Active,9.37
202784,North,Residential,2023-04-26 23:00:00,16.04,6.66,0,Active,5.57
202785,West,Residential,2023-04-27 00:00:00,14.8,7.0,0,Active,9.19
202786,Central,Commercial,2023-04-27 01:00:00,19.72,8.91,0,Active,7.4
202787,East,Residential,2023-04-27 02:00:00,6.29,2.05,15,Active,6.81
202788,West,Industrial,2023-04-27 03:00:00,6.47,9.43,60,Active,9.9
202789,South,Residential,2023-04-27 04:00:00,14.65,11.64,60,Active,7.76
202790,East,Commercial,2023-04-27 05:00:00,21.12,5.6,0,Active,5.8
202791,North,Residential,2023-04-27 06:00:00,16.53,6.83,0,Active,9.63
202792,Central,Industrial,2023-04-27 07:00:00,9.98,6.42,15,Active,9.93
202793,Central,Residential,2023-04-27 08:00:00,10.15,2.74,0,Active,4.75
202794,North,Residential,2023-04-27 09:00:00,23.81,5.59,60,Active,8.75
202795,East,Residential,2023-04-27 10:00:00,22.95,4.2,0,Active,6.75
202796,North,Commercial,2023-04-27 11:00:00,10.42,10.24,5,Active,7.58
202797,North,Residential,2023-04-27 12:00:00,21.08,4.16,10,Active,5.63
202798,Central,Residential,2023-04-27 13:00:00,2.74,5.47,0,Active,6.32
202799,South,Residential,2023-04-27 14:00:00,9.01,1.51,5,Active,8.88
202800,East,Residential,2023-04-27 15:00:00,21.13,1.23,0,Active,6.18
202801,North,Industrial,2023-04-27 16:00:00,13.93,6.14,0,Active,6.84
202802,Central,Commercial,2023-04-27 17:00:00,6.09,1.59,60,Active,10.08
202803,Central,Residential,2023-04-27 18:00:00,20.4,1.65,5,Active,5.0
202804,Central,Residential,2023-04-27 19:00:00,5.72,11.03,30,Active,5.9
202805,East,Residential,2023-04-27 20:00:00,11.94,6.49,0,Active,6.37
202806,North,Residential,2023-04-27 21:00:00,17.51,3.54,0,Active,7.38
202807,North,Residential,2023-04-27 22:00:00,6.48,1.58,0,Active,6.18
202808,North,Commercial,2023-04-27 23:00:00,17.49,11.05,30,Active,7.6
202809,South,Residential,2023-04-28 00:00:00,28.95,7.33,15,Active,5.28
202810,North,Residential,2023-04-28 01:00:00,10.73,9.49,15,Active,7.49
202811,East,Residential,2023-04-28 02:00:00,4.18,2.24,15,Active,7.07
202812,West,Commercial,2023-04-28 03:00:00,7.53,1.51,0,Active,6.25
202813,North,Residential,2023-04-28 04:00:00,7.03,11.87,30,Active,5.07
202814,East,Residential,2023-04-28 05:00:00,9.49,11.98,0,Active,7.56
202815,North,Residential,2023-04-28 06:00:00,15.73,2.43,0,Active,9.07
202816,East,Commercial,2023-04-28 07:00:00,11.36,5.83,0,Active,9.02
202817,Central,Residential,2023-04-28 08:00:00,14.89,6.07,30,Active,5.95
202818,Central,Commercial,2023-04-28 09:00:00,11.87,10.49,0,Active,9.58
202819,South,Commercial,2023-04-28 10:00:00,17.39,11.0,0,Active,10.27
202820,South,Commercial,2023-04-28 11:00:00,30.32,3.17,30,Active,6.87
202821,South,Residential,2023-04-28 12:00:00,10.99,5.67,60,Active,8.72
202822,Central,Commercial,2023-04-28 13:00:00,8.83,7.33,10,Active,8.83
202823,West,Commercial,2023-04-28 14:00:00,27.71,8.92,0,Active,6.57
202824,West,Residential,2023-04-28 15:00:00,3.63,1.79,10,Active,7.3
202825,East,Residential,2023-04-28 16:00:00,13.59,11.72,5,Active,8.86
202826,Central,Commercial,2023-04-28 17:00:00,19.43,7.24,0,Active,5.43
202827,South,Commercial,2023-04-28 18:00:00,10.3,5.19,0,Active,8.47
202828,North,Industrial,2023-04-28 19:00:00,28.31,6.86,0,Active,7.93
202829,North,Residential,2023-04-28 20:00:00,22.09,7.5,0,Active,9.19
202830,East,Commercial,2023-04-28 21:00:00,12.7,8.94,0,Active,6.22
202831,Central,Commercial,2023-04-28 22:00:00,17.02,7.2,30,Active,8.43
202832,North,Residential,2023-04-28 23:00:00,26.63,9.16,15,Active,8.64
202833,East,Commercial,2023-04-29 00:00:00,8.29,5.63,30,Active,7.2
202834,North,Residential,2023-04-29 01:00:00,3.05,6.55,0,Active,5.83
202835,Central,Commercial,2023-04-29 02:00:00,11.38,3.15,0,Active,9.09
202836,Central,Residential,2023-04-29 03:00:00,27.33,7.39,0,Active,4.83
202837,South,Residential,2023-04-29 04:00:00,9.3,4.93,30,Active,8.34
202838,South,Residential,2023-04-29 05:00:00,15.31,8.94,60,Active,8.83
202839,Central,Residential,2023-04-29 06:00:00,10.45,10.44,10,Active,9.28
202840,North,Industrial,2023-04-29 07:00:00,6.83,9.16,60,Active,9.23
202841,East,Residential,2023-04-29 08:00:00,10.95,1.73,10,Active,10.21
202842,North,Industrial,2023-04-29 09:00:00,15.73,6.07,60,Active,7.45
202843,Central,Residential,2023-04-29 10:00:00,15.08,6.31,0,Active,7.21
202844,Central,Industrial,2023-04-29 11:00:00,16.28,6.88,30,Active,9.53
202845,East,Residential,2023-04-29 12:00:00,9.3,3.21,15,Active,9.5
202846,West,Residential,2023-04-29 13:00:00,5.65,4.62,30,Active,8.29
202847,West,Industrial,2023-04-29 14:00:00,32.25,8.26,0,Active,5.82
202848,South,Residential,2023-04-29 15:00:00,7.63,9.27,60,Active,6.23
202849,North,Residential,2023-04-29 16:00:00,27.05,2.07,0,Active,6.12
202850,South,Commercial,2023-04-29 17:00:00,10.0,4.96,5,Active,5.69
202851,West,Residential,2023-04-29 18:00:00,6.52,10.72,10,Active,8.28
202852,North,Residential,2023-04-29 19:00:00,4.5,4.73,10,Active,5.65
202853,Central,Commercial,2023-04-29 20:00:00,10.1,10.71,15,Active,8.99
202854,South,Commercial,2023-04-29 21:00:00,24.51,10.83,30,Active,9.57
202855,West,Commercial,2023-04-29 22:00:00,31.77,1.16,0,Active,10.25
202856,North,Industrial,2023-04-29 23:00:00,16.32,1.58,10,Active,9.73
202857,Central,Residential,2023-04-30 00:00:00,26.53,9.88,0,Active,6.94
202858,North,Residential,2023-04-30 01:00:00,17.24,11.93,0,Faulty,10.32
202859,North,Residential,2023-04-30 02:00:00,24.37,5.68,0,Active,9.13
202860,East,Industrial,2023-04-30 03:00:00,15.28,9.3,5,Active,6.12
202861,South,Industrial,2023-04-30 04:00:00,10.46,8.0,0,Active,8.34
202862,North,Commercial,2023-04-30 05:00:00,10.55,6.46,0,Active,10.36
202863,North,Residential,2023-04-30 06:00:00,14.11,7.0,5,Active,6.33
202864,East,Commercial,2023-04-30 07:00:00,43.93,9.09,0,Active,8.0
202865,West,Residential,2023-04-30 08:00:00,10.78,10.9,60,Active,9.03
202866,East,Residential,2023-04-30 09:00:00,19.95,3.92,10,Active,10.24
202867,West,Residential,2023-04-30 10:00:00,18.36,9.78,0,Active,7.59
202868,Central,Residential,2023-04-30 11:00:00,8.49,2.58,5,Faulty,6.8
202869,Central,Residential,2023-04-30 12:00:00,23.29,10.15,60,Active,8.2
202870,South,Residential,2023-04-30 13:00:00,28.52,9.41,0,Active,7.43
202871,East,Commercial,2023-04-30 14:00:00,15.73,10.31,15,Active,9.76
202872,West,Industrial,2023-04-30 15:00:00,6.42,10.96,0,Active,8.79
202873,North,Residential,2023-04-30 16:00:00,9.17,10.31,10,Active,9.23
202874,South,Commercial,2023-04-30 17:00:00,20.46,7.56,0,Active,8.99
202875,East,Residential,2023-04-30 18:00:00,9.64,6.67,0,Active,10.12
202876,West,Residential,2023-04-30 19:00:00,20.33,11.08,30,Active,7.23
202877,North,Residential,2023-04-30 20:00:00,8.59,4.69,10,Active,9.31
202878,East,Commercial,2023-04-30 21:00:00,15.88,2.28,0,Active,5.76
202879,South,Residential,2023-04-30 22:00:00,25.9,7.13,15,Active,8.77
202880,South,Residential,2023-04-30 23:00:00,13.48,8.57,15,Active,8.51
202881,East,Commercial,2023-05-01 00:00:00,19.32,5.33,30,Active,7.38
202882,South,Residential,2023-05-01 01:00:00,22.69,8.75,0,Active,5.9
202883,East,Industrial,2023-05-01 02:00:00,23.93,7.17,0,Active,4.66
202884,East,Industrial,2023-05-01 03:00:00,16.21,6.8,60,Active,7.18
202885,Central,Commercial,2023-05-01 04:00:00,21.61,1.79,0,Active,9.56
202886,West,Residential,2023-05-01 05:00:00,18.1,9.39,15,Active,5.75
202887,Central,Commercial,2023-05-01 06:00:00,16.99,8.79,60,Active,5.94
202888,East,Commercial,2023-05-01 07:00:00,24.47,5.2,5,Active,10.5
202889,Central,Residential,2023-05-01 08:00:00,15.89,7.36,0,Active,7.73
202890,East,Residential,2023-05-01 09:00:00,8.94,1.32,0,Active,5.76
202891,North,Residential,2023-05-01 10:00:00,3.34,5.37,0,Faulty,7.65
202892,Central,Residential,2023-05-01 11:00:00,11.98,1.44,5,Active,9.31
202893,North,Industrial,2023-05-01 12:00:00,14.22,2.7,0,Active,6.58
202894,Central,Commercial,2023-05-01 13:00:00,12.39,6.9,10,Active,7.17
202895,East,Commercial,2023-05-01 14:00:00,9.16,4.36,5,Active,6.3
202896,West,Industrial,2023-05-01 15:00:00,13.18,10.82,5,Active,8.08
202897,South,Residential,2023-05-01 16:00:00,16.09,3.72,30,Active,5.24
202898,South,Industrial,2023-05-01 17:00:00,14.18,11.68,60,Active,9.5
202899,North,Commercial,2023-05-01 18:00:00,7.37,8.35,10,Active,9.11
202900,Central,Residential,2023-05-01 19:00:00,20.4,5.94,30,Active,6.73
202901,North,Commercial,2023-05-01 20:00:00,7.55,3.38,0,Active,7.4
202902,West,Residential,2023-05-01 21:00:00,32.86,9.42,30,Active,7.04
202903,Central,Residential,2023-05-01 22:00:00,13.31,1.41,0,Faulty,6.07
202904,South,Industrial,2023-05-01 23:00:00,21.07,7.66,0,Active,8.29
202905,West,Commercial,2023-05-02 00:00:00,9.1,7.49,15,Active,5.0
202906,East,Residential,2023-05-02 01:00:00,23.28,4.52,0,Active,9.79
202907,West,Industrial,2023-05-02 02:00:00,6.78,6.12,60,Active,7.22
202908,Central,Industrial,2023-05-02 03:00:00,17.03,3.32,0,Active,8.41
202909,Central,Residential,2023-05-02 04:00:00,10.0,6.9,5,Active,9.24
202910,South,Residential,2023-05-02 05:00:00,9.15,4.86,30,Active,8.1
202911,North,Industrial,2023-05-02 06:00:00,14.6,10.22,0,Active,6.78
202912,West,Residential,2023-05-02 07:00:00,18.7,2.9,60,Active,7.37
202913,East,Residential,2023-05-02 08:00:00,10.35,11.9,30,Active,5.27
202914,West,Residential,2023-05-02 09:00:00,12.59,6.91,0,Active,8.07
202915,South,Residential,2023-05-02 10:00:00,28.99,1.7,10,Faulty,5.08
202916,North,Industrial,2023-05-02 11:00:00,16.37,6.37,30,Active,6.74
202917,North,Residential,2023-05-02 12:00:00,9.66,7.08,60,Active,8.19
202918,West,Commercial,2023-05-02 13:00:00,22.33,5.9,5,Active,5.58
202919,West,Industrial,2023-05-02 14:00:00,5.36,9.25,30,Active,8.12
202920,North,Residential,2023-05-02 15:00:00,13.58,5.64,60,Active,8.43
202921,South,Commercial,2023-05-02 16:00:00,9.44,5.32,10,Active,5.29
202922,West,Industrial,2023-05-02 17:00:00,13.99,10.82,30,Active,4.63
202923,South,Commercial,2023-05-02 18:00:00,11.3,9.6,30,Faulty,8.04
202924,Central,Residential,2023-05-02 19:00:00,49.26,2.99,60,Active,9.75
202925,Central,Commercial,2023-05-02 20:00:00,17.01,7.89,0,Active,8.52
202926,East,Residential,2023-05-02 21:00:00,9.46,11.3,5,Active,5.68
202927,East,Industrial,2023-05-02 22:00:00,21.59,3.47,15,Active,7.33
202928,East,Commercial,2023-05-02 23:00:00,11.83,1.02,5,Active,5.64
202929,North,Residential,2023-05-03 00:00:00,26.21,11.37,15,Active,9.67
202930,East,Residential,2023-05-03 01:00:00,13.78,8.02,0,Active,8.0
202931,North,Residential,2023-05-03 02:00:00,17.72,3.23,60,Active,4.82
202932,East,Residential,2023-05-03 03:00:00,23.37,5.4,10,Faulty,6.73
202933,South,Residential,2023-05-03 04:00:00,5.28,3.13,15,Active,9.31
202934,East,Commercial,2023-05-03 05:00:00,19.15,8.96,30,Active,5.06
202935,East,Industrial,2023-05-03 06:00:00,28.58,3.77,10,Active,5.09
202936,East,Residential,2023-05-03 07:00:00,13.04,1.27,15,Active,7.94
202937,North,Commercial,2023-05-03 08:00:00,15.79,2.16,15,Active,5.51
202938,West,Residential,2023-05-03 09:00:00,10.68,2.36,15,Active,8.28
202939,East,Commercial,2023-05-03 10:00:00,13.21,11.65,0,Active,7.44
202940,Central,Industrial,2023-05-03 11:00:00,21.81,2.84,0,Active,5.99
202941,East,Commercial,2023-05-03 12:00:00,12.5,4.05,10,Active,9.04
202942,Central,Residential,2023-05-03 13:00:00,12.33,10.97,10,Active,9.52
202943,West,Residential,2023-05-03 14:00:00,4.74,4.45,5,Active,5.03
202944,Central,Industrial,2023-05-03 15:00:00,12.0,4.65,0,Active,5.08
202945,East,Residential,2023-05-03 16:00:00,18.87,5.14,5,Active,9.25
202946,West,Industrial,2023-05-03 17:00:00,32.27,2.49,0,Active,5.73
202947,South,Residential,2023-05-03 18:00:00,12.82,11.17,15,Active,10.21
202948,East,Residential,2023-05-03 19:00:00,15.69,5.56,0,Faulty,8.59
202949,East,Commercial,2023-05-03 20:00:00,11.36,2.7,30,Active,9.0
202950,Central,Residential,2023-05-03 21:00:00,18.47,3.25,60,Active,6.49
202951,North,Residential,2023-05-03 22:00:00,14.92,7.84,60,Active,5.0
202952,South,Residential,2023-05-03 23:00:00,18.9,2.66,0,Active,7.62
202953,South,Commercial,2023-05-04 00:00:00,8.42,4.94,5,Active,5.27
202954,Central,Residential,2023-05-04 01:00:00,9.62,2.94,0,Active,9.83
202955,South,Commercial,2023-05-04 02:00:00,22.99,10.19,0,Active,10.22
202956,South,Commercial,2023-05-04 03:00:00,20.93,8.6,0,Active,5.65
202957,South,Residential,2023-05-04 04:00:00,12.55,9.02,0,Active,9.29
202958,North,Residential,2023-05-04 05:00:00,41.24,9.52,5,Active,4.84
202959,West,Residential,2023-05-04 06:00:00,8.91,5.96,0,Active,7.07
202960,North,Residential,2023-05-04 07:00:00,10.39,11.81,5,Active,6.93
202961,Central,Commercial,2023-05-04 08:00:00,9.27,6.09,0,Active,6.88
202962,East,Residential,2023-05-04 09:00:00,21.16,10.14,60,Active,9.35
202963,South,Commercial,2023-05-04 10:00:00,2.69,2.18,10,Active,7.93
202964,South,Commercial,2023-05-04 11:00:00,12.34,1.23,5,Faulty,5.7
202965,South,Commercial,2023-05-04 12:00:00,32.3,7.2,0,Active,9.3
202966,East,Commercial,2023-05-04 13:00:00,14.84,3.67,0,Active,5.41
202967,North,Commercial,2023-05-04 14:00:00,10.92,10.6,5,Active,9.52
202968,West,Residential,2023-05-04 15:00:00,9.79,4.15,0,Faulty,10.24
202969,Central,Residential,2023-05-04 16:00:00,5.55,1.82,30,Active,7.63
202970,East,Residential,2023-05-04 17:00:00,12.53,5.43,0,Active,5.89
202971,East,Commercial,2023-05-04 18:00:00,19.13,6.57,0,Active,6.33
202972,West,Industrial,2023-05-04 19:00:00,22.74,11.57,0,Active,4.55
202973,East,Residential,2023-05-04 20:00:00,22.91,4.15,0,Active,9.87
202974,North,Residential,2023-05-04 21:00:00,4.09,5.25,30,Active,9.36
202975,West,Residential,2023-05-04 22:00:00,17.57,3.79,0,Active,4.6
202976,Central,Residential,2023-05-04 23:00:00,16.13,1.52,0,Active,8.0
202977,West,Residential,2023-05-05 00:00:00,12.27,8.95,0,Active,6.93
202978,West,Residential,2023-05-05 01:00:00,13.1,4.16,5,Active,9.51
202979,East,Residential,2023-05-05 02:00:00,30.08,7.54,30,Active,5.9
202980,East,Industrial,2023-05-05 03:00:00,5.7,8.64,30,Active,7.14
202981,East,Residential,2023-05-05 04:00:00,10.06,4.84,5,Active,5.43
202982,North,Commercial,2023-05-05 05:00:00,6.33,2.99,10,Active,7.34
202983,West,Residential,2023-05-05 06:00:00,14.34,11.6,5,Active,9.17
202984,East,Residential,2023-05-05 07:00:00,8.24,5.45,0,Active,9.3
202985,West,Commercial,2023-05-05 08:00:00,17.14,9.12,0,Active,9.14
202986,North,Industrial,2023-05-05 09:00:00,13.2,3.81,15,Active,5.95
202987,South,Residential,2023-05-05 10:00:00,5.55,1.66,5,Active,9.12
202988,Central,Industrial,2023-05-05 11:00:00,19.8,10.34,0,Faulty,6.78
202989,West,Residential,2023-05-05 12:00:00,15.3,4.08,60,Active,6.14
202990,East,Residential,2023-05-05 13:00:00,37.48,9.68,60,Active,5.42
202991,South,Residential,2023-05-05 14:00:00,9.61,9.69,15,Active,9.4
202992,West,Residential,2023-05-05 15:00:00,21.93,3.39,60,Active,6.85
202993,Central,Residential,2023-05-05 16:00:00,14.69,8.58,15,Faulty,6.35
202994,North,Commercial,2023-05-05 17:00:00,15.93,9.78,5,Active,4.57
202995,Central,Industrial,2023-05-05 18:00:00,12.7,1.7,0,Active,4.91
202996,East,Residential,2023-05-05 19:00:00,18.82,9.63,5,Faulty,9.51
202997,Central,Industrial,2023-05-05 20:00:00,14.72,11.35,10,Active,9.12
202998,North,Industrial,2023-05-05 21:00:00,11.98,3.24,30,Active,8.04
202999,West,Residential,2023-05-05 22:00:00,16.9,4.79,10,Active,10.18
203000,West,Commercial,2023-05-05 23:00:00,18.88,5.36,0,Active,5.67
203001,South,Residential,2023-05-06 00:00:00,11.54,10.6,60,Active,7.49
203002,North,Residential,2023-05-06 01:00:00,19.51,7.37,0,Active,10.34
203003,Central,Commercial,2023-05-06 02:00:00,11.17,3.57,0,Active,6.43
203004,Central,Residential,2023-05-06 03:00:00,14.5,8.72,60,Active,6.38
203005,North,Commercial,2023-05-06 04:00:00,9.69,10.22,0,Active,7.62
203006,South,Industrial,2023-05-06 05:00:00,10.69,9.51,30,Active,5.1
203007,West,Commercial,2023-05-06 06:00:00,12.29,3.67,0,Active,9.65
203008,North,Commercial,2023-05-06 07:00:00,13.21,5.1,0,Active,4.66
203009,North,Residential,2023-05-06 08:00:00,8.54,10.46,60,Active,8.92
203010,Central,Residential,2023-05-06 09:00:00,32.88,2.43,30,Active,6.78
203011,Central,Residential,2023-05-06 10:00:00,8.66,11.43,60,Active,10.12
203012,Central,Residential,2023-05-06 11:00:00,6.89,1.83,5,Active,5.15
203013,East,Commercial,2023-05-06 12:00:00,16.29,6.87,5,Active,9.5
203014,East,Residential,2023-05-06 13:00:00,8.04,8.14,15,Active,8.4
203015,North,Residential,2023-05-06 14:00:00,19.45,7.66,0,Active,7.3
203016,Central,Residential,2023-05-06 15:00:00,16.1,6.94,5,Faulty,4.84
203017,East,Industrial,2023-05-06 16:00:00,19.93,2.39,0,Active,6.15
203018,North,Residential,2023-05-06 17:00:00,23.91,11.82,5,Active,4.55
203019,East,Residential,2023-05-06 18:00:00,7.57,3.18,15,Active,7.37
203020,South,Commercial,2023-05-06 19:00:00,14.42,9.45,0,Active,8.73
203021,West,Commercial,2023-05-06 20:00:00,4.53,1.59,0,Active,6.86
203022,North,Residential,2023-05-06 21:00:00,11.8,3.53,60,Active,7.45
203023,Central,Industrial,2023-05-06 22:00:00,28.28,9.72,0,Active,10.29
203024,South,Industrial,2023-05-06 23:00:00,16.64,5.8,10,Active,9.65
203025,Central,Residential,2023-05-07 00:00:00,27.01,1.68,30,Active,5.56
203026,Central,Commercial,2023-05-07 01:00:00,16.73,8.34,5,Active,8.55
203027,South,Commercial,2023-05-07 02:00:00,5.76,6.85,10,Active,10.31
203028,North,Commercial,2023-05-07 03:00:00,13.28,8.63,30,Faulty,6.15
